ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45763969,188700.5,1017,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2,115974 km,4,Automatic,Front,4-May,Left wheel,White,12
45783181,585689.5,-,MERCEDES-BENZ,CL 500,2000,Coupe,Yes,CNG,5,245000 km,8,Tiptronic,Rear,2-Mar,Left wheel,Silver,10
45816591,10416.5,584,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,40963 km,4,Automatic,Front,4-May,Left wheel,Blue,12
45773293,120391.5,586,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.8,181550 km,4,Automatic,Front,4-May,Left wheel,Blue,12
45815080,234267.5,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,230336 km,4,Automatic,Front,4-May,Left wheel,Black,12
45283485,5466214,1017,MERCEDES-BENZ,GLC 300 GLC coupe,2017,Jeep,Yes,Petrol,2.0 Turbo,28226 km,8,Tiptronic,4x4,4-May,Left wheel,White,12
45655119,7802,1172,LEXUS,RX 450,2011,Jeep,Yes,Hybrid,3.5,101816 km,6,Automatic,4x4,4-May,Left wheel,Black,12
45065619,507586.5,503,TOYOTA,Yaris,2012,Hatchback,No,Petrol,1.5,136640 km,4,Automatic,Front,2-Mar,Left wheel,White,8
44934463,533607,528,FORD,Fiesta,2014,Hatchback,No,Petrol,1.6,56000 km,4,Automatic,Front,4-May,Left wheel,Beige,10
45757428,9130,1185,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,193614 km,4,Automatic,Front,4-May,Left wheel,White,0
45646193,156164.5,1850,MERCEDES-BENZ,ML 350,2008,Jeep,Yes,Diesel,3.5,366869 km,6,Automatic,4x4,4-May,Left wheel,Black,12
45809644,764513,503,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,103000 km,4,Automatic,Front,4-May,Left wheel,Yellow,4
45813454,29299,1018,BMW,535,2011,Sedan,Yes,Petrol,3,163739 km,6,Automatic,4x4,4-May,Left wheel,White,12
45768086,1080245,382,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,52062 km,4,Automatic,Front,4-May,Left wheel,Blue,0
45767966,9130,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,184250 km,4,Automatic,Front,4-May,Left wheel,Grey,0
45730872,1820522,730,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,70940 km,4,Automatic,Front,4-May,Left wheel,Black,4
45739445,455504,1408,FORD,Transit,2007,Microbus,No,Diesel,2.2 Turbo,170000 km,4,Manual,Front,4-May,Left wheel,Black,2
45768913,13031,583,KIA,RIO,2011,Sedan,Yes,Petrol,1.6,0 km,4,Automatic,Front,4-May,Left wheel,Silver,12
45754363,950101,-,BMW,X5,2006,Jeep,Yes,Diesel,3.0 Turbo,235000 km,6,Tiptronic,4x4,4-May,Left wheel,Black,8
45804983,1691913.5,1327,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,43000 km,4,Tiptronic,Front,4-May,Left wheel,Blue,12
45802803,1774706,696,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2.2,164593 km,4,Automatic,Front,4-May,Left wheel,Grey,4
45811209,3318796.5,1714,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,3.5,33000 km,6,Tiptronic,4x4,4-May,Left wheel,White,12
45761485,70550,-,OPEL,Astra,1994,Sedan,No,CNG,1.6,0 km,4,Manual,Front,4-May,Left wheel,Green,2
45806180,4229804.5,-,JAGUAR,E-pace p200,2020,Jeep,No,Petrol,2,0 km,4,Tiptronic,4x4,4-May,Left wheel,Black,12
45465009,1015173,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,10610 km,4,Automatic,Front,4-May,Left wheel,Silver,12
45789750,175711,-,VOLKSWAGEN,Passat,2004,Sedan,Yes,Petrol,1.8 Turbo,2500000 km,4,Manual,Front,4-May,Left wheel,Black,8
45368623,455504,1268,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,67000 km,4,Variator,Front,4-May,Right-hand drive,Silver,4
45615545,10416.5,530,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,153888 km,4,Automatic,4x4,4-May,Left wheel,White,0
45808935,936530.5,650,CHEVROLET,Aveo,2016,Hatchback,Yes,Petrol,1.4,94793 km,4,Automatic,Front,4-May,Left wheel,Black,4
45815238,45567,1793,MERCEDES-BENZ,S 550,2011,Sedan,Yes,Petrol,5.5,274563 km,8,Automatic,Rear,4-May,Left wheel,White,12
45795180,247298.5,2004,MERCEDES-BENZ,240,1998,Sedan,No,Petrol,2.4,1700000 km,6,Automatic,Rear,4-May,Left wheel,Silver,6
45793009,286723.5,876,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.8,119484 km,4,Automatic,Front,4-May,Left wheel,Black,4
45810072,644495,502,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,179000 km,4,Automatic,Front,4-May,Left wheel,White,4
45759865,35773,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,280354 km,8,Automatic,4x4,4-May,Left wheel,White,0
45804429,1683074,1017,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,2,48089 km,4,Automatic,Front,4-May,Left wheel,White,4
45768909,221236.5,-,MERCEDES-BENZ,C 180,1995,Sedan,No,Petrol,1.8 Turbo,335000 km,4,Manual,Rear,4-May,Left wheel,Silver,2
45788796,780905.5,836,BMW,118,2010,Sedan,Yes,Diesel,2,197000 km,4,Manual,Front,4-May,Left wheel,Black,0
45794124,273319,-,HONDA,Cr-v,1998,Jeep,No,LPG,2,100000 km,4,Automatic,4x4,4-May,Right-hand drive,Silver,12
42974578,950101,891,KIA,Sportage SX,2016,Jeep,Yes,Petrol,2.0 Turbo,55447 km,4,Automatic,Front,4-May,Left wheel,Blue,10
45801622,830207.5,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,106616 km,4,Automatic,Front,4-May,Left wheel,Black,4
45810592,696287,765,CHEVROLET,Orlando,2015,Jeep,Yes,LPG,2,34328 km,4,Automatic,Front,4-May,Left wheel,Grey,4
45068478,1106265.5,777,MAZDA,CX-5,2014,Jeep,No,Petrol,2.5,101435 km,4,Automatic,Front,4-May,Left wheel,Black,10
45686742,911049.5,1327,NISSAN,X-Terra,2011,Jeep,Yes,Petrol,4,79633 km,6,Automatic,4x4,4-May,Left wheel,Silver,6
45810532,927815.5,640,CHEVROLET,Orlando,2013,Jeep,Yes,Diesel,2,121042 km,4,Automatic,Front,4-May,Left wheel,White,4
45768392,65072,1172,TOYOTA,Highlander,2011,Jeep,Yes,Hybrid,3.5,342622 km,6,Automatic,4x4,4-May,Left wheel,Black,12
45755119,65072,505,FORD,Fusion,2018,Sedan,Yes,Hybrid,2,93453 km,4,Automatic,Front,4-May,Left wheel,Grey,12
45797486,827219.5,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,134000 km,4,Automatic,Front,4-May,Left wheel,White,4
45655735,104123.5,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,315270 km,6,Automatic,4x4,4-May,Left wheel,Grey,12
45801490,705500,474,CHEVROLET,Cruze,2013,Sedan,Yes,Petrol,1.4 Turbo,115000 km,4,Tiptronic,Front,4-May,Left wheel,Grey,10
45815053,845977.5,-,VOLKSWAGEN,Jetta SE,2014,Sedan,Yes,Petrol,1.8,70000 km,4,Tiptronic,Front,4-May,Left wheel,Black,12
45773463,16268,394,TOYOTA,Camry,2014,Coupe,Yes,Hybrid,2.5,374808 km,4,Automatic,Front,4-May,Left wheel,White,12
45802550,3973168.5,1176,HYUNDAI,Santa FE,2019,Minivan,Yes,Petrol,2.2,9087 km,4,Automatic,Front,4-May,Left wheel,Blue,4
45809891,1903688,1017,HONDA,Civic,2017,Coupe,Yes,Petrol,2,57895 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45634887,39051.5,862,VOLKSWAGEN,Jetta,2011,Sedan,Yes,Diesel,2.5,175389 km,5,Automatic,Front,4-May,Left wheel,Grey,12
45760262,1626841.5,779,SUBARU,Impreza,2013,Sedan,Yes,Petrol,2.5,114350 km,4,Automatic,4x4,4-May,Left wheel,Black,0
45813079,10416.5,753,HYUNDAI,Sonata,2012,Sedan,Yes,Petrol,2.4,151782 km,4,Automatic,Front,4-May,Left wheel,Blue,12
45788904,2472819,1055,LEXUS,RX 350,2013,Jeep,Yes,Petrol,3.5,111460 km,6,Tiptronic,4x4,4-May,Left wheel,Silver,12
44684280,2017315,1391,MERCEDES-BENZ,CLS 550,2012,Sedan,Yes,Petrol,4.7,43000 km,8,Tiptronic,Rear,4-May,Left wheel,Black,12
45733434,1954940.5,765,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2,59000 km,4,Automatic,Front,4-May,Left wheel,White,4
45757568,55319.5,900,MITSUBISHI,Outlander,2015,Jeep,Yes,Petrol,2.4,51141 km,4,Automatic,Front,4-May,Left wheel,Silver,12
44942364,299339.5,862,FORD,Fusion,2011,Sedan,No,Hybrid,2.5,224000 km,4,Tiptronic,Front,4-May,Left wheel,Grey,12
45647551,149690.5,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,156518 km,4,Automatic,Front,4-May,Left wheel,White,12
45765589,1119296.5,1820,TOYOTA,Tacoma,2019,Sedan,Yes,Petrol,3.5,18555 km,6,Automatic,4x4,4-May,Left wheel,Black,12
45798021,615611,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,131443 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45797300,599841,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,128980 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45655712,29299,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,73402 km,4,Automatic,Front,4-May,Left wheel,White,12
45779472,481566,777,FORD,Fusion,2014,Sedan,Yes,Petrol,2.5,176000 km,4,Tiptronic,Front,4-May,Left wheel,White,10
45767512,13031,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,149486 km,6,Automatic,4x4,4-May,Left wheel,Silver,12
45660962,1444656.5,919,BMW,X5,2012,Jeep,Yes,Diesel,3,70994 km,6,Automatic,4x4,4-May,Left wheel,Black,0
45798349,780905.5,-,HONDA,Civic,2012,Sedan,Yes,Hybrid,1.5,180000 km,4,Variator,Front,4-May,Left wheel,Sky blue,8
45813978,1431625.5,697,MERCEDES-BENZ,Vito,2012,Minivan,Yes,Diesel,2.2,196000 km,8,Tiptronic,Rear,4-May,Left wheel,Green,8
45773223,396947.5,1079,VOLKSWAGEN,Tiguan,2018,Sedan,Yes,Petrol,2,70098 km,4,Automatic,Front,4-May,Left wheel,Black,12
45814969,29299,639,SUBARU,XV,2014,Jeep,Yes,Petrol,2,64923 km,4,Automatic,4x4,4-May,Left wheel,Orange,12
45786008,806926,-,MERCEDES-BENZ,Vito,2006,Minivan,No,Diesel,2.2,259000 km,6,Tiptronic,Rear,4-May,Left wheel,Carnelian red,4
45655685,136659.5,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,159382 km,4,Automatic,Front,4-May,Left wheel,White,12
45662193,32536,448,HONDA,Insight,2012,Hatchback,Yes,Hybrid,1.3,321269 km,4,Automatic,Front,4-May,Left wheel,Red,0
45760901,533607,1018,MERCEDES-BENZ,GL 350,2011,Jeep,Yes,Diesel,3,137270 km,6,Automatic,4x4,4-May,Left wheel,Grey,12
45808344,112050,-,UAZ,31514,1990,Pickup,No,Petrol,2,500000 km,4,Manual,4x4,4-May,Left wheel,Black,0
45810399,1163784.5,831,CHEVROLET,Orlando,2017,Jeep,Yes,Diesel,1.6,109953 km,4,Automatic,Front,4-May,Left wheel,Black,4
45810894,553112,738,CHEVROLET,Cruze,2017,Sedan,Yes,Petrol,1.4,78667 km,4,Automatic,Front,4-May,Left wheel,Blue,12
45781832,286308.5,-,MAZDA,Demio,2003,Hatchback,No,Diesel,1.4 Turbo,0 km,4,Manual,Front,4-May,Left wheel,Silver,0
45812670,195216,738,CHEVROLET,Cruze,2017,Sedan,Yes,Petrol,1.4,150453 km,4,Automatic,Front,4-May,Left wheel,White,12
45809865,2331345.5,690,HONDA,Civic,2016,Coupe,Yes,Petrol,1.5,50497 km,4,Automatic,Front,4-May,Left wheel,Black,4
45787204,1887129.5,780,VOLKSWAGEN,Jetta,2019,Sedan,Yes,Petrol,1.4,35000 km,4,Tiptronic,Front,4-May,Left wheel,White,12
44699289,507586.5,-,NISSAN,X-Trail NISSAN X TRAIL R,2006,Jeep,Yes,Petrol,2,160000 km,4,Automatic,4x4,4-May,Left wheel,Black,6
45748414,5856646,1575,MERCEDES-BENZ,GLS 450,2018,Jeep,Yes,Petrol,3,40000 km,6,Tiptronic,4x4,4-May,Left wheel,Black,12
45772075,937070,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,50930 km,4,Automatic,Rear,4-May,Left wheel,Black,12
44714424,741854,353,TOYOTA,Prius,2015,Sedan,No,Hybrid,1.8,203101 km,4,Automatic,Front,4-May,Left wheel,White,12
45806426,65072,642,AUDI,A3,2012,Jeep,Yes,Diesel,2,167398 km,4,Automatic,Front,4-May,Left wheel,White,12
45810335,247298.5,934,FORD,Fusion,2015,Sedan,Yes,Petrol,2.5,150091 km,4,Automatic,Front,4-May,Left wheel,Silver,12
45793496,174300,-,MERCEDES-BENZ,190,1985,Sedan,No,CNG,2,284000 km,4,Manual,Rear,4-May,Left wheel,Red,0
45798017,615611,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,147700 km,4,Automatic,Front,4-May,Left wheel,Black,4
45761727,390432,-,JEEP,Liberty,2003,Jeep,No,LPG,3.7,32000 km,6,Automatic,4x4,4-May,Left wheel,Blue,2
45732635,670266.5,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,286974 km,4,Automatic,Front,4-May,Left wheel,White,4
45804436,964418.5,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,124289 km,4,Automatic,Front,4-May,Left wheel,Grey,4
45798390,201731.5,-,MITSUBISHI,Airtrek,2002,Jeep,Yes,Petrol,2,180000 km,4,Tiptronic,4x4,4-May,Left wheel,Silver,4
45187987,585689.5,986,JEEP,Patriot,2010,Jeep,No,Petrol,2.4,240000 km,4,Tiptronic,4x4,4-May,Left wheel,Silver,8
45698355,2863251,-,JEEP,Wrangler ARB,2012,Jeep,No,Petrol,3.6,110000 km,8,Manual,4x4,2-Mar,Left wheel,White,2
45772850,396947.5,397,LEXUS,CT 200h,2016,Hatchback,Yes,Hybrid,1.8,71904 km,4,Automatic,Front,4-May,Left wheel,White,0
45771113,143175,753,CHEVROLET,Equinox,2012,Jeep,Yes,Petrol,2.4,233733 km,4,Automatic,Front,4-May,Left wheel,Black,12
45802400,260163.5,1099,HYUNDAI,Grandeur,2010,Sedan,Yes,Petrol,2.7,93168 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45788963,1028162.5,645,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,80000 km,6,Automatic,Front,4-May,Left wheel,Grey,10
45653896,32536,917,BMW,X5,2013,Sedan,Yes,Diesel,3,0 km,6,Automatic,4x4,4-May,Left wheel,Black,0
45730227,1062026.5,530,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.6,81351 km,4,Automatic,Front,4-May,Left wheel,White,4
45798462,780905.5,-,HYUNDAI,Veloster,2013,Hatchback,No,Petrol,1.6,80000 km,4,Tiptronic,Front,4-May,Left wheel,White,4
45732956,650761.5,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,295509 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45619226,26020.5,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,134904 km,6,Automatic,4x4,4-May,Left wheel,Grey,12
45808698,26020.5,4736,SUBARU,Legacy,2004,Sedan,Yes,Petrol,2,256000 km,4,Manual,4x4,4-May,Right-hand drive,White,6
45815836,266803.5,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,141603 km,4,Automatic,Front,4-May,Left wheel,Blue,12
45800014,182226.5,-,VAZ,2121 (Niva),1999,Sedan,Yes,Petrol,1.7,1000 km,5,Manual,4x4,2-Mar,Left wheel,White,6
45646945,130144,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,159379 km,4,Automatic,Front,4-May,Left wheel,White,12
45810400,970643.5,730,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,128495 km,4,Automatic,Front,4-May,Left wheel,White,4
45793473,1015173,-,TOYOTA,Prius,2013,Universal,No,Hybrid,1.8,126000 km,4,Variator,Front,4-May,Left wheel,White,6
45755551,208247,1091,CADILLAC,ATS,2016,Sedan,Yes,Petrol,2.5,81461 km,4,Automatic,Rear,4-May,Left wheel,Blue,12
45782964,208247,-,OPEL,Corsa,1999,Coupe,No,Petrol,1.2,198000 km,4,Manual,Front,2-Mar,Left wheel,Silver,4
45653194,338391,-,NISSAN,Note,2012,Hatchback,No,Petrol,1.2,120000 km,3,Variator,Front,4-May,Right-hand drive,Silver,6
45241160,286308.5,521,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.4,131000 km,4,Automatic,Front,4-May,Left wheel,Silver,10
45812744,19505,751,KIA,Optima,2013,Sedan,Yes,Petrol,2.4,230032 km,4,Automatic,Front,4-May,Left wheel,Silver,12
45769801,2902302.5,1646,LEXUS,GX 470,2015,Jeep,Yes,Petrol,4.6,273493 km,8,Automatic,4x4,4-May,Left wheel,Silver,0
45532883,299339.5,-,OPEL,Astra,2000,Hatchback,No,Petrol,1.6,223000 km,4,Manual,Front,4-May,Left wheel,Black,4
45815007,169195.5,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,200870 km,4,Automatic,Front,4-May,Left wheel,Silver,12
45804629,715833.5,1141,LEXUS,HS 250h,2009,Sedan,Yes,Hybrid,2.4,264000 km,4,Tiptronic,Front,4-May,Left wheel,Blue,10
45770528,520576,-,MITSUBISHI,Pajero IO,2003,Jeep,No,Petrol,2,180000 km,4,Automatic,4x4,4-May,Left wheel,Silver,5
45810031,1186568,502,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,37900 km,4,Automatic,Front,4-May,Left wheel,Blue,4
45323998,1496697.5,-,BMW,X5,2012,Jeep,Yes,Petrol,4.4 Turbo,186000 km,8,Tiptronic,4x4,4-May,Left wheel,Black,10
45792704,520576,748,CHEVROLET,1500,2012,Sedan,Yes,Petrol,2.4,96973 km,4,Automatic,Front,4-May,Left wheel,Black,4
45802922,1034180,707,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,117139 km,4,Automatic,Front,4-May,Left wheel,Grey,4
45815739,234267.5,-,VOLKSWAGEN,Jetta,1997,Sedan,No,Petrol,2,0 km,2,Manual,Front,4-May,Left wheel,Black,2
45796070,650761.5,738,CHEVROLET,Cruze,2017,Sedan,Yes,Petrol,1.4,77174 km,4,Automatic,Front,4-May,Left wheel,Red,0
45779279,338391,-,NISSAN,Tiida,2004,Hatchback,No,Petrol,1.5,111111 km,4,Variator,Front,4-May,Right-hand drive,White,6
45763718,26020.5,934,MAZDA,1000,2015,Sedan,Yes,Petrol,2.5,113102 km,4,Automatic,4x4,4-May,Left wheel,Red,12
43400117,68475,-,MITSUBISHI,Chariot,1998,Goods wagon,No,Petrol,2.4,1000 km,6,Automatic,Front,4-May,Right-hand drive,Silver,4
43374774,4425020.5,-,PORSCHE,Panamera 4,2014,Sedan,Yes,Petrol,3.6,57000 km,6,Tiptronic,4x4,4-May,Left wheel,Grey,12
45761401,7158169,-,PORSCHE,macan,2019,Jeep,Yes,Petrol,2.0 Turbo,7400 km,6,Tiptronic,4x4,4-May,Left wheel,Black,15
45732934,676782,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,510225 km,4,Automatic,Front,4-May,Left wheel,White,4
45813837,924039,2658,DODGE,Challenger,2016,Coupe,Yes,Petrol,6.4,72995 km,8,Automatic,Rear,2-Mar,Left wheel,Red,12
45721611,247298.5,-,OPEL,Vectra,1999,Goods wagon,No,Petrol,1.8,200000 km,4,Manual,Front,4-May,Left wheel,Silver,4
45759134,566143,-,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,160000 km,4,Variator,Front,4-May,Right-hand drive,Red,4
45792277,689771.5,638,KIA,Optima,2014,Sedan,Yes,Petrol,2,32193 km,4,Automatic,Front,4-May,Left wheel,Black,4
45637937,1080245,-,FORD,Fusion,2013,Sedan,Yes,Plug-in Hybrid,2,160000 km,4,Variator,Front,4-May,Left wheel,Carnelian red,12
45768125,26020.5,475,CHEVROLET,Volt,2012,Jeep,Yes,Hybrid,1.4,188419 km,4,Automatic,Front,4-May,Left wheel,Red,0
45787307,533607,-,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,123000 km,4,Variator,Front,4-May,Left wheel,Black,4
45633005,507586.5,746,TOYOTA,Prius 1.5I,2009,Sedan,Yes,Hybrid,1.5,127300 km,4,Automatic,Front,4-May,Left wheel,Silver,12
45815741,845977.5,382,FORD,Fusion,2015,Sedan,Yes,Plug-in Hybrid,2,118000 km,4,Tiptronic,Front,4-May,Left wheel,Grey,10
45720541,2342675,-,MERCEDES-BENZ,CLS 550,2012,Coupe,Yes,Petrol,4.7 Turbo,110000 km,8,Automatic,4x4,4-May,Left wheel,Black,12
45809964,1235123,585,HONDA,Civic,2013,Sedan,Yes,Petrol,1.8,155465 km,4,Automatic,Front,4-May,Left wheel,Grey,4
45764172,1314512.5,1817,TOYOTA,Tacoma,2020,Sedan,Yes,Petrol,3.5,1669 km,6,Automatic,4x4,4-May,Left wheel,Black,12
45814926,937070,779,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,350400 km,4,Tiptronic,Front,4-May,Left wheel,White,8
45730275,1477815,831,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,1.6,74279 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45669581,1327502,779,TOYOTA,Camry,2013,Sedan,No,Hybrid,2.5,62915 km,4,Automatic,Front,4-May,Left wheel,White,12
45809124,706454.5,501,HONDA,FIT,2014,Hatchback,Yes,Petrol,1.5,52350 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45802825,1503586.5,642,HYUNDAI,Santa FE,2012,Jeep,Yes,Diesel,2,68359 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45756469,70550,-,MAZDA,MPV,2004,Minivan,No,Petrol,2.3,272000 km,4,Automatic,4x4,4-May,Right-hand drive,Red,0
45813858,19505,777,FORD,Fusion,2014,Sedan,Yes,Petrol,2.5,111304 km,4,Automatic,Front,4-May,Left wheel,White,12
45810726,325360,-,OPEL,Sintra,1997,Minivan,No,LPG,2.2,300000 km,4,Manual,Front,4-May,Left wheel,Silver,6
45809219,1516368.5,271,TOYOTA,Aqua,2014,Hatchback,Yes,Hybrid,1.5,8646 km,4,Automatic,Front,4-May,Left wheel,White,4
45781923,1245,-,TOYOTA,Prius prius,2008,Sedan,No,Petrol,1.8,220000 km,4,Automatic,Front,4-May,Left wheel,White,8
45797417,312370.5,-,MERCEDES-BENZ,Vito,1999,Minivan,Yes,CNG,2.3,200000 km,4,Automatic,Front,4-May,Right-hand drive,Silver,4
45629166,156164.5,640,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,320554 km,4,Automatic,Front,4-May,Left wheel,White,0
45803045,1691913.5,971,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.2,23216 km,4,Automatic,Front,4-May,Left wheel,White,4
42412373,637730.5,781,CHEVROLET,Trax,2018,Jeep,Yes,Petrol,1.4,1405 km,4,Automatic,4x4,4-May,Left wheel,Black,8
45803366,650761.5,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,322292 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45809436,529457,308,HONDA,FIT,2015,Hatchback,Yes,Hybrid,1.5,161414 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45802809,1058748,911,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.2,161642 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45645774,26020.5,1360,LEXUS,GX 460,2013,Jeep,Yes,Petrol,4.6,243467 km,8,Automatic,4x4,4-May,Left wheel,White,0
45733130,624990,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,143522 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45768748,84577,353,TOYOTA,Prius,2015,Jeep,Yes,Hybrid,1.8,104795 km,4,Automatic,Front,4-May,Left wheel,White,12
45781147,103750,-,NISSAN,Micra,1992,Coupe,No,Petrol,1,262000 km,4,Manual,Front,2-Mar,Left wheel,Black,0
45765607,1288450.5,1820,TOYOTA,Tacoma,2019,Sedan,Yes,Petrol,3.5,17542 km,6,Automatic,Rear,4-May,Left wheel,Silver,12
45615154,624699.5,-,VOLKSWAGEN,Passat,2012,Sedan,Yes,Petrol,3.6,188408 km,6,Tiptronic,Front,4-May,Left wheel,Grey,10
45803139,279834.5,707,HYUNDAI,Sonata,2011,Sedan,Yes,LPG,2,457978 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45750625,107360.5,1053,NISSAN,Pathfinder,2014,Jeep,Yes,Petrol,3.5,178656 km,6,Automatic,Front,4-May,Left wheel,Silver,12
45806595,858967,1058,LEXUS,RX 450,2012,Jeep,Yes,Hybrid,3.5,236016 km,6,Automatic,Front,4-May,Left wheel,Black,12
42733075,390432,1268,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,145000 km,4,Automatic,Front,4-May,Right-hand drive,Grey,2
45701584,195216,-,OPEL,Astra suzuki mr wagon,2005,Hatchback,No,Petrol,0.7,167000 km,3,Automatic,Front,4-May,Right-hand drive,Black,2
45804758,1752047,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,65863 km,4,Automatic,Front,4-May,Left wheel,White,4
45434300,898018.5,934,TOYOTA,Camry,2015,Sedan,No,Petrol,2.5,178000 km,4,Tiptronic,Front,4-May,Left wheel,Black,12
45788784,650761.5,779,VOLKSWAGEN,Passat,2013,Sedan,No,Petrol,2.5,156000 km,4,Tiptronic,Front,4-May,Left wheel,Grey,8
45803005,2483235.5,1079,HYUNDAI,Santa FE,2018,Jeep,Yes,Diesel,2,41778 km,4,Automatic,Front,4-May,Left wheel,Blue,4
45209767,976121.5,640,BMW,X3,2013,Jeep,Yes,Petrol,2.0 Turbo,208000 km,4,Tiptronic,4x4,4-May,Left wheel,White,12
45813588,156164.5,1304,BMW,X6,2013,Jeep,Yes,Petrol,4.4,218518 km,8,Automatic,4x4,4-May,Left wheel,White,12
45644661,143175,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,9626 km,4,Automatic,Front,4-May,Left wheel,Black,12
45803811,1475615.5,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,187270 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45801465,214762.5,-,VOLKSWAGEN,Golf,1997,Hatchback,No,CNG,2,180008 km,4,Manual,Front,4-May,Right-hand drive,Black,2
45804651,1586503.5,877,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,83259 km,4,Automatic,Front,4-May,Left wheel,Black,4
45789639,976121.5,-,CHEVROLET,Volt,2012,Sedan,Yes,Plug-in Hybrid,1.4,62000 km,4,Automatic,Front,4-May,Left wheel,White,10
45683846,520576,-,FORD,Transit,1995,Goods wagon,No,Diesel,2.5 Turbo,207888 km,4,Manual,Rear,4-May,Left wheel,White,0
